key1,key2,penalty
dt,iu,0.01093877
hs,gw,0.0040091397
ch,ot,0.003734687
dp,xz,0.0027857732
bf,hu,0.0025087497
ij,uz,0.00044234676
ek,gq,0.0012706498
pr,wz,0.0023197304
pr,mx,0.002621837
fi,ds,0.01359963
iy,lz,0.0010271843
fl,np,0.004548916
bl,kv,0.0035958507
dj,pw,0.0023650003
hz,e',0.00035061646
bd,iw,0.0025544208
af,kt,0.0023429042
jn,lo,0.0016366503
ux,dy,0.0026447647
ch,pq,0.0025579652
ej,bx,0.00069329864
dn,ft,0.010125301
cj,a',0.000643
lp,sz,0.0034932976
jq,dx,0.0006528402
jw,gx,0.00077149307
bk,tw,0.010087423
ag,o',0.000939918
bh,m',0.0071407305
ij,x',0.0003372996
dp,iw,0.0033218032
er,gw,0.0042569083
ao,g',0.010635578
jq,au,0.004374822
ei,lq,0.0049843458
dt,kv,0.007839488
cj,kv,0.0015816638
cp,ru,0.004236911
gs,wx,0.004173245
av,x',0.00054058107
ci,ns,0.022528453
is,ju,0.0023849846
is,qz,0.0021675818
ap,tu,0.0022056615
hu,ty,0.0020147555
ch,it,0.0040018694
hn,oz,0.0032231247
es,px,0.0029583029
gy,u',0.0010514999
dw,vy,0.0029392552
mw,ay,0.0064318115
fn,lz,0.013598449
hs,bx,0.0032072866
af,nu,0.0014544147
mz,h',0.0002924962
dg,bl,0.0065148324
ev,aw,0.0010806473
ae,jv,0.008831905
dm,sv,0.005551973
fm,kv,0.0034793268
hn,lv,0.0041370364
qs,nz,0.0004645841
et,z',0.0032725101
kr,fs,0.006489515
cp,fu,0.002987186
ae,rw,0.0109201195
ip,xy,0.0013861718
dq,au,0.004435931
dh,kl,0.0031554247
ot,b',0.0011641799
sv,h',0.0013036462
cn,it,0.003863299
mr,kt,0.005168551
ft,sw,0.007977991
iv,jy,0.00094710645
hk,g',0.001258211
ks,lu,0.0020851085
ry,gz,0.0020906
bl,np,0.0046063303
jw,ex,0.0009742673
gh,my,0.004020859
cp,ox,0.002874257
qx,mz,0.00035717335
ht,qx,0.002331872
gy,fz,0.0011528375
dm,uv,0.0046405364
ae,tu,0.009292318
bj,at,0.0025209163
al,it,0.003142863
jq,rx,0.000742403
jq,r',0.00015661448
bl,ps,0.006734101
pq,fx,0.00037261713
de,vw,0.0029099933
hr,px,0.0032464298
is,du,0.0031327056
gh,ai,0.037328664
dp,es,0.005538059
kl,qt,0.001453245
mn,lx,0.0049096295
mr,ky,0.0037830344
as,nx,0.003512062
ac,r',0.0016967269
fk,bl,0.004459629
an,kp,0.0025877566
bo,w',0.003093079
bp,ax,0.0029359593
lv,h',0.0010359896
jt,mv,0.0019982925
bd,jq,0.0019992518
ik,eq,0.00055207853
fi,et,0.004065331
ao,l',0.0106769055
cw,jz,0.0032775896
nv,tw,0.010898673
mo,ly,0.0023858591
dp,uz,0.0028020493
ct,kz,0.00347757
jk,aw,0.0009922761
mn,eq,0.0044984207
no,fp,0.0047005094
tv,wy,0.002230678
jm,nz,0.0015147737
no,lz,0.003357983
tw,n',0.0093368795
dl,gs,0.007973759
dg,ij,0.004076252
km,oq,0.0016446683
ar,lz,0.0023579954
gr,h',0.0015677805
dq,jx,0.00032677973
mn,v',0.0043963855
is,vw,0.0027875176
gi,ct,0.0039511677
js,ly,0.0016421209
ej,ly,0.001274932
pt,rz,0.0030593313
mv,gx,0.00159099
en,ls,0.0055679563
ak,fq,0.0007998374
nt,yz,0.019483853
km,np,0.0035661035
cn,g',0.0023550813
jk,dv,0.001393347
jm,lz,0.0015094916
fp,gv,0.0022033202
cu,wx,0.00095831096
mn,gy,0.005454571
bk,xz,0.00094848685
ju,kx,0.0005032704
ru,m',0.0015959954
mo,vy,0.001809915
ae,lr,0.014930021
fs,py,0.0059472923
ms,jv,0.006748752
kl,fx,0.0015945878
ow,sz,0.0021364298
cv,r',0.00090106146
pr,gs,0.0062497654
mq,bw,0.0054550874
jv,nz,0.0006150003
kn,qu,0.0017009161
jt,cu,0.0013490103
jn,pu,0.0012380857
ds,kt,0.014467757
cp,sz,0.00313107
cg,t',0.002318633
bo,fy,0.008568613
vw,f',0.0006021171
ct,nu,0.0040137162
hj,aq,0.00064272777
af,gi,0.001432035
bu,wx,0.0008221069
ak,pr,0.0029275387
hk,aw,0.0018429642
dp,mq,0.0028155819
aj,np,0.0023945635
dp,is,0.004990005
ad,fs,0.006785166
cn,dt,0.009803101
km,ev,0.0020127203
ap,sv,0.0028504936
uv,py,0.0011482298
ow,by,0.0023524752
ef,dw,0.0035301219
ck,im,0.0020826026
hm,aq,0.0048336764
ho,k',0.00078840076
bf,km,0.0035990078
jp,s',0.00077324203
de,qu,0.002372282
hl,oz,0.002629384
jm,lw,0.0032864264
gu,sw,0.0035211982
qz,g',0.000086497064
aj,mn,0.004808562
dn,ey,0.015761584
mn,tw,0.015512778
bh,gj,0.007709925
ac,gq,0.0017686851
gv,lw,0.0026604943
gm,jr,0.002197465
is,kw,0.002935008
is,o',0.002173015
kl,fn,0.014693852
hj,lz,0.0008162499
hm,br,0.007145239
au,jz,0.004442287
gn,su,0.0045413137
mn,kt,0.006030936
be,fr,0.0066763423
aq,by,0.00091265136
bg,kl,0.0030498577
gm,cx,0.0019359353
km,dx,0.0021667297
np,r',0.002057811
nu,dy,0.0030684737
hn,dv,0.0040952545
pu,qv,0.00072066626
fv,j',0.001062012
kw,bx,0.00115455
gr,i',0.001619236
ep,cw,0.0046698987
dk,sy,0.0061861896
it,cu,0.0020423562
kp,bu,0.0017237769
lq,rz,0.00036536774
gt,jz,0.003579772
hv,qw,0.000614896
mn,wx,0.0047436845
dr,kv,0.006968177
nx,by,0.0014345847
en,gp,0.0027269602
ov,cy,0.0012847113
cl,s',0.0018582643
du,hv,0.0011166597
hy,c',0.0010453997
el,a',0.0021573766
fh,er,0.0055202236
am,qr,0.0015920589
gk,sz,0.0019743207
oq,lw,0.0021631552
dl,rs,0.010115549
dk,hq,0.0027214016
jw,py,0.0011893896
ah,fu,0.002257157
eh,gz,0.0025579995
ef,aj,0.0013590414
os,bu,0.0017181836
ef,ds,0.013853474
dt,wx,0.0071247253
dm,vz,0.0043444056
br,mv,0.0036496362
dv,z',0.0009865018
is,wz,0.0022586815
cf,nu,0.0025973578
hx,fz,0.0004177196
bg,lz,0.001963405
nt,m',0.019351004
gr,hx,0.0018240174
lu,gz,0.0008211167
dw,o',0.0025812637
cf,bh,0.009040142
bj,ix,0.001186783
ar,nv,0.0038027945
ds,rt,0.01850913
en,ks,0.0030272317
br,jv,0.0027073836
dh,go,0.002459661
bl,ex,0.0030597546
el,fo,0.0026889776
gs,hv,0.004374273
kl,cz,0.001587805
cx,ly,0.0013796813
ai,op,0.03691112
ey,fz,0.0094941575
sy,iz,0.0035988064
iu,sx,0.004345629
ns,bv,0.02202988
am,jp,0.0022397647
av,hw,0.009090291
dh,su,0.0026083263
fi,e',0.00095609017
eg,tx,0.0018724571
fq,su,0.00085038395
fr,tx,0.006362909
jr,kw,0.0014420073
ln,os,0.005357336
fj,uv,0.00093349564
no,jz,0.0032258418
kt,a',0.0016495386
bc,gu,0.0027186272
fs,pt,0.008128973
qs,mz,0.00046287835
ef,mt,0.00607569
cl,dx,0.00241573
eg,uy,0.0014970031
ij,bs,0.002983482
in,my,0.0040174443
ik,el,0.0027221004
lq,tw,0.009323208
qt,s',0.00015354017
di,op,0.00306737
cp,wx,0.0028929373
cv,px,0.0012808396
em,xy,0.0020727415
hv,xz,0.0006108599
wy,nz,0.0014946281
au,tv,0.0053991317
dy,e',0.0024818468
by,a',0.0008945949
im,ou,0.0042017135
eq,kr,0.0013399152
ry,fz,0.0019949332
ak,sy,0.0042445245
cl,fq,0.0019332065
bn,lt,0.0053033205
eg,wy,0.002297481
dh,a',0.0019400636
dn,lt,0.009319575
di,rw,0.0028883126
fn,aw,0.01394345
ho,by,0.0015792155
de,hm,0.007114493
ep,lt,0.005738502
rt,bu,0.0052215345
iu,g',0.0037070967
bp,kt,0.004167402
kn,fo,0.002198847
hk,bo,0.0043454086
kl,qx,0.0014095121
ek,py,0.0019026073
mq,is,0.002284371
gs,nt,0.023755318
fv,sz,0.0016377531
eg,ly,0.0020893037
bi,vx,0.0010626127
co,bw,0.0065221917
mn,gt,0.007984969
bo,qt,0.003221258
pr,xz,0.0022620312
ce,hu,0.0019300026
qx,o',0.00012465473
ai,co,0.036236297
bk,iy,0.0016447227
lo,sy,0.004582514
pt,h',0.0028081783
ep,st,0.026544569
du,wy,0.0017969464
kw,lx,0.0012751115
np,hz,0.002289318
gs,cv,0.0046856115
gx,d',0.0003689344
bh,uy,0.0074956724
bs,rz,0.002874138
hn,tu,0.0038229595
dv,py,0.0017400036
it,vx,0.0016807312
nw,ky,0.002479254
cy,pz,0.0009899375
ly,gz,0.0012024554
lr,v',0.004377484
kl,et,0.0047405893
jl,vz,0.0008185162
cp,iv,0.0031754854
dt,qw,0.0068588005
dx,rz,0.0008258981
fi,kw,0.0015128361
ir,mt,0.0066441204
es,rv,0.004401978
lx,e',0.0006241707
uy,xz,0.0004528839
ij,bw,0.005676249
es,ou,0.0057985405
ek,nz,0.0014512195
pq,ex,0.00064138346
rx,dy,0.0030204714
go,sv,0.0019293674
gl,cy,0.0033525913
bq,at,0.0017790421
km,yz,0.001689436
eh,px,0.0027525953
bg,ct,0.005022746
dr,oy,0.007537873
bl,jp,0.00328553
dm,ox,0.004523705
bs,qu,0.0027162267
ij,ou,0.003301674
np,et,0.005659684
aq,jt,0.00084551104
ik,co,0.0016324339
bq,cx,0.00053300697
aj,rz,0.00064128457
lq,ey,0.009449147
ry,pz,0.0020647424
fj,ry,0.002448138
bf,jn,0.002573866
ad,im,0.0029016149
di,bw,0.006597079
df,ty,0.002899122
jm,qt,0.0013342845
an,tu,0.0021219936
el,tz,0.0025835505
el,rz,0.0023274424
be,cz,0.0013172043
am,lx,0.0019798044
aj,nw,0.002432278
mo,bp,0.003914117
bd,km,0.0036520923
di,st,0.025950508
ck,v',0.0008469069
em,gv,0.0022277492
kq,n',0.00019823857
mr,gy,0.0043363865
dl,cw,0.007139979
bq,iw,0.00068720203
ty,nz,0.0017541545
er,ux,0.0033777
cf,ax,0.0024222552
ij,bn,0.0017850328
cg,lu,0.002889615
bo,iu,0.007064176
mo,xy,0.0018129903
au,ty,0.0062718717
cu,ey,0.009966864
jt,ez,0.0008857041
nu,x',0.0006524855
gi,vy,0.0010224887
eo,m',0.00928125
hq,v',0.000111486734
lx,i',0.0005511736
jn,mr,0.0039260336
fg,ds,0.014387803
em,dt,0.00860973
io,ns,0.046305865
ac,pt,0.00463641
an,lo,0.0027814491
iq,ly,0.001063541
nu,ly,0.001652298
gm,lw,0.003623507
fr,oz,0.0056912946
ct,sx,0.0039761304
qu,fx,0.00035065372
st,cv,0.025560612
kw,vx,0.0010619567
bf,cr,0.004504778
dg,ar,0.0059843464
ab,ov,0.0015695253
fi,lo,0.0018227889
hi,q',0.00084166956
jk,pr,0.0025877825
in,cr,0.0039161993
nr,z',0.0084814
cf,qt,0.0020195523
ms,eu,0.008912229
dq,kt,0.0016810419
hp,uw,0.0024392765
ns,p',0.021288006
oq,bu,0.00059317827
ps,bu,0.004663775
kn,qs,0.0017932927
ek,iw,0.001737037
co,pr,0.0035949105
do,ew,0.0019094009
ox,cz,0.0005783652
bm,pv,0.009857883
fh,gp,0.0031765217
fv,ew,0.0018684387
ht,vx,0.0025388408
km,pt,0.004784022
nq,hr,0.0029361295
bj,mx,0.0012500648
pq,wz,0.00025437007
mn,fv,0.005475814
io,kz,0.016030444
cf,nt,0.021686127
lm,ay,0.0049093217
ei,at,0.0070724897
mq,ir,0.0015018856
go,r',0.0006926793
hu,mx,0.00095769233
pt,iw,0.0034145785
ku,ay,0.0011149341
lu,jy,0.0009319376
gw,q',0.0011394036
qx,v',0.00008740686
ko,ct,0.0037435433
mv,h',0.0012700614
wx,uz,0.000450841
bn,dr,0.0075919596
cr,lt,0.006380841
cn,ez,0.0024995375
go,es,0.0031439778
bp,gw,0.0036360552
ms,nv,0.008124013
qu,c',0.00011773437
cd,hv,0.0025753137
bv,gx,0.0010071743
lp,nt,0.022419518
qy,sz,0.0006549777
bz,f',0.00026070193
ox,ly,0.0012835066
kp,b',0.0012609537
av,qz,0.00059591525
by,x',0.0007902386
go,as,0.0035727695
an,mq,0.0014341339
ef,ty,0.0025864972
aq,pv,0.00091430417
eq,cu,0.0007306901
bh,iu,0.011292916
br,fx,0.0026284128
er,jv,0.0034500323
st,qu,0.024699826
aw,kx,0.0008417375
io,b',0.015850736
cf,hw,0.01045022
hn,ex,0.0036146222
cn,jr,0.0030763592
dl,ox,0.004187539
aj,dn,0.005665807
er,kv,0.004162019
ex,fz,0.000686346
gj,fm,0.003004036
gs,lu,0.0044879685
dl,fv,0.005045372
iw,nx,0.0012307971
dj,xy,0.0011052219
gi,bz,0.00087292976
jl,aq,0.00078897626
cn,oq,0.0024369606
am,hz,0.0017043792
jl,bn,0.0021376982
no,q',0.0030582563
ab,rv,0.002736024
ei,fp,0.006806906
gh,ao,0.013333428
gh,xy,0.0017931038
ei,pw,0.0068449136
ij,b',0.0003752021
em,fq,0.0016978716
in,pu,0.0020656807
cg,oy,0.0038614338
cl,jz,0.0019624773
ej,ir,0.0017356093
al,ht,0.0039592907
bg,do,0.002742353
jn,dw,0.0031459122
io,xy,0.016262183
eq,ux,0.0004254297
cf,hr,0.004843139
or,y',0.001695484
qr,nt,0.01946694
an,fr,0.0069638137
no,dw,0.0056485916
bc,uy,0.0026469294
ah,gu,0.002306558
hj,rw,0.0021665213
eh,mq,0.0024197772
hs,tz,0.0033498837
at,fu,0.002123501
ew,i',0.0008516806
mt,fz,0.005183944
en,vx,0.0016587082
hs,z',0.0028233193
dq,nt,0.019459024
km,er,0.0046912674
au,gw,0.0059501505
kp,o',0.0012712046
bg,or,0.0036338712
gu,cy,0.0012053921
kv,uw,0.0013940168
uv,dy,0.0027538633
ow,x',0.0015523119
ai,pu,0.035673153
kt,pw,0.0033575008
kp,sz,0.00180673
bl,fu,0.0029562255
ek,ao,0.012300992
mo,h',0.0014073264
ns,i',0.021400537
km,dy,0.003952053
it,sx,0.002050518
no,ar,0.0054548387
eq,bt,0.002815646
eo,ru,0.011000539
lt,v',0.0037478048
ab,sx,0.0016620448
gl,az,0.0027211735
be,jo,0.0013853803
st,fv,0.025759403
ak,ip,0.0017120689
af,sx,0.001379179
ln,eu,0.006435907
hj,uz,0.0006262156
jo,vw,0.0009133534
kr,es,0.00405227
ai,jl,0.035856918
hl,ky,0.0029576826
mr,es,0.006577967
el,do,0.0034233506
du,qv,0.00067383685
dv,ty,0.002478952
ag,hm,0.005688946
ae,nq,0.008559122
bi,aq,0.0009148089
cj,gm,0.0020651517
hj,gx,0.0008428245
ah,qu,0.0019076641
cl,sz,0.002417637
dl,iu,0.008201593
dm,gp,0.005530467
jk,qw,0.0004914611
bc,fg,0.0037680238
df,vx,0.0016355395
il,fn,0.014632884
em,jr,0.0022737568
hm,ax,0.0052196323
mp,qs,0.003839529
br,du,0.002993265
kr,gs,0.0051669986
kr,ev,0.0017077135
bi,dt,0.0076184417
bo,cq,0.0032182606
ht,ax,0.002857545
fu,dy,0.0027545574
ae,go,0.009151328
kl,sv,0.00265245
eq,jt,0.00083239423
hq,mz,0.00038208652
dj,p',0.00072659325
lu,yz,0.0007142268
dw,qz,0.0025897708
cy,wz,0.0009042406
mw,hz,0.0058179633
gi,er,0.0040981355
bl,sw,0.0056807343
ms,pu,0.00721342
cd,ay,0.002868402
ad,v',0.0014625745
bq,sw,0.0031812678
gj,nz,0.00088413875
hm,au,0.0093374355
ln,rs,0.010161862
kr,jv,0.0015686697
kr,my,0.0038198396
fj,hv,0.0010545907
lt,iv,0.0043805474
ij,qv,0.00042710008
gm,cy,0.002330085
sv,by,0.0020863046
ij,ht,0.0025944428
hv,oz,0.0006516387
go,nv,0.0022938591
cs,bv,0.004873688
qx,py,0.0008175488
fh,mu,0.0025683232
dn,ov,0.0058183637
nu,pz,0.00088563224
lv,ay,0.001863959
cw,jx,0.0033281345
hj,qt,0.00063929276
qw,uy,0.00045708515
oq,gs,0.003941036
ak,hl,0.0032481498
gt,oy,0.005068194
em,hr,0.004583983
at,sw,0.004891069
do,r',0.0011220482
pt,ly,0.003814152
ks,fu,0.0018983085
ah,cj,0.0023867332
fj,wy,0.0017443612
il,jt,0.001993303
bd,hy,0.002991731
be,ax,0.001597664
hi,xz,0.0009390122
ik,a',0.00054834195
fn,kz,0.013499767
kp,dz,0.0017671764
ar,eu,0.0044218493
or,cs,0.0060655656
an,hy,0.0024258988
ag,mz,0.0011937604
cn,aw,0.0029524069
jn,ep,0.0020617049
gi,a',0.0009073931
dt,qx,0.0068421857
ot,cx,0.0015745007
gi,mx,0.0010768375
gw,qz,0.0011956801
ru,fz,0.0017247461
kz,c',0.00020950355
kz,f',0.0001952302
kv,rz,0.0012682714
du,bz,0.00084015704
mr,jx,0.0034825378
du,ex,0.0011368598
gv,tx,0.0013730067
gi,os,0.0029436238
ux,oy,0.0018316103
dl,bo,0.00704229
as,mv,0.004306467
ny,h',0.0035250115
